PolyInx,Kbar3,h11,h12,h13,h22,EdgeList,TriangulationEstimation,PolytopeVerices,CiGenus,CiDegreeKbar
2656,18,16,1,70,386,"[[1, 0], [2, 0], [4, 3], [4, 3], [5, 1], [6, 0], [6, 1], [6, 3], [6, 4], [7, 3], [7, 5], [8, 2], [8, 4], [5, 2], [3, 5], [3, 5], [7, 8], [7, 8]]",1200,"[[-1, -1, -1], [-1, -1, 0], [-1, 0, -1], [1, 0, 0], [1, 0, -1], [-1, 0, 2], [0, -1, -1], [0, 1, 1], [0, 1, -1]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 4, 2, 3, 2, 2, 2]"
2666,18,22,3,66,390,"[[2, 1], [3, 0], [3, 1], [4, 1], [5, 2], [6, 0], [7, 1], [7, 4], [7, 4], [7, 6], [8, 4], [8, 5], [5, 0], [2, 3], [1, 6], [1, 8]]",571536,"[[-1, -1, -1], [1, 0, -1], [0, -1, 2], [0, -1, -1], [-1, 1, 1], [-1, -1, 4], [-1, 0, -1], [-1, 1, 0], [-1, 0, 3]]","[0, 2, 0, 0, 0, 0, 0, 0, 0]","[1, 8, 1, 1, 2, 1, 1, 2, 1]"
2668,18,20,3,68,390,"[[2, 1], [3, 2], [4, 0], [5, 0], [5, 1], [5, 2], [6, 1], [7, 1], [7, 4], [8, 3], [8, 6], [3, 0], [6, 7], [6, 7], [1, 4], [1, 8]]",79680,"[[-1, -1, -1], [1, 0, -1], [0, -1, 0], [-1, -1, 2], [-1, 0, -1], [0, -1, -1], [-1, 1, 3], [-1, 1, 0], [-1, 0, 3]]","[0, 2, 0, 0, 0, 0, 0, 0, 0]","[1, 8, 1, 1, 1, 1, 2, 2, 1]"
2672,18,21,3,67,390,"[[2, 1], [3, 0], [3, 1], [4, 2], [5, 0], [6, 1], [7, 1], [7, 5], [8, 4], [8, 6], [4, 0], [6, 7], [6, 7], [2, 3], [1, 5], [1, 8]]",256770,"[[-1, -1, -1], [1, 0, -1], [0, -1, 1], [0, -1, -1], [-1, -1, 3], [-1, 0, -1], [-1, 1, 2], [-1, 1, 0], [-1, 0, 3]]","[0, 2, 0, 0, 0, 0, 0, 0, 0]","[1, 8, 1, 1, 1, 1, 2, 2, 1]"
2688,18,20,2,67,388,"[[2, 1], [2, 1], [2, 1], [3, 1], [4, 3], [5, 0], [6, 0], [6, 2], [7, 1], [7, 2], [7, 5], [8, 4], [8, 7], [4, 0], [3, 6], [2, 5], [1, 8]]",72240,"[[-1, -1, -1], [1, 0, 0], [1, 0, -1], [0, -1, 2], [-1, -1, 3], [-1, 0, -1], [0, -1, -1], [-1, 1, 0], [-1, 0, 2]]","[0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 4, 4, 1, 1, 1, 1, 4, 1]"
2700,18,18,2,69,388,"[[2, 1], [2, 1], [4, 1], [4, 1], [4, 3], [5, 2], [5, 3], [5, 4], [6, 3], [6, 4], [7, 6], [8, 0], [8, 2], [3, 0], [5, 8], [0, 7], [1, 7], [1, 7]]",23760,"[[-1, -1, -1], [1, 1, -1], [1, 0, -1], [-1, -1, 2], [0, 0, 1], [0, -1, 1], [-1, 0, 1], [-1, 1, -1], [0, -1, -1]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 4, 2, 2, 3, 2, 1, 2, 1]"
2702,18,18,2,69,388,"[[3, 0], [4, 1], [4, 1], [5, 1], [5, 4], [6, 2], [7, 3], [7, 4], [8, 1], [8, 6], [8, 7], [8, 7], [0, 2], [0, 5], [2, 5], [3, 4], [1, 6], [1, 6]]",14592,"[[-1, -1, -1], [1, 0, 0], [-1, -1, 1], [-1, 0, -1], [1, 0, -1], [1, -1, -1], [-1, 0, 2], [-1, 1, 0], [-1, 1, 1]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 4, 1, 1, 3, 2, 2, 2, 2]"
2706,18,19,2,68,388,"[[2, 1], [2, 1], [2, 1], [4, 2], [5, 1], [5, 3], [6, 0], [6, 2], [6, 4], [7, 2], [7, 4], [8, 1], [8, 7], [8, 7], [3, 0], [5, 6], [0, 7], [3, 8]]",67840,"[[-1, -1, -1], [1, 0, 1], [1, 0, 0], [-1, -1, 2], [0, 0, -1], [0, -1, 2], [0, -1, -1], [-1, 1, -1], [-1, 1, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 3, 4, 1, 1, 1, 2, 3, 2]"
2724,18,21,3,67,390,"[[2, 1], [2, 1], [3, 1], [3, 1], [4, 3], [5, 1], [5, 4], [6, 0], [6, 1], [7, 2], [7, 3], [8, 2], [4, 0], [0, 8], [4, 7], [7, 8], [5, 6]]",381680,"[[-1, -1, -1], [1, 0, -1], [0, 1, -1], [0, 0, 1], [-1, -1, 3], [0, -1, 1], [0, -1, -1], [-1, 1, 1], [-1, 1, -1]]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 6, 2, 2, 2, 1, 1, 2, 1]"
2742,18,19,3,69,390,"[[2, 1], [4, 0], [5, 1], [5, 2], [6, 1], [6, 1], [6, 2], [7, 4], [7, 6], [8, 3], [8, 6], [8, 6], [8, 7], [3, 0], [0, 5], [2, 3], [2, 3], [1, 4]]",89676,"[[-1, -1, -1], [1, 0, -1], [1, -1, 0], [-1, -1, 2], [-1, 0, -1], [1, -1, -1], [0, 1, 0], [-1, 1, 0], [-1, 1, 1]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 3, 3, 2, 1, 1, 4, 1, 2]"
2744,18,20,3,68,390,"[[2, 1], [2, 1], [4, 0], [5, 1], [5, 3], [6, 0], [6, 1], [6, 5], [7, 2], [8, 3], [8, 7], [9, 2], [9, 4], [3, 0], [7, 9], [1, 4], [1, 8], [1, 8]]",245592,"[[-1, -1, -1], [1, 0, -1], [0, 1, 0], [-1, -1, 2], [-1, 0, -1], [0, -1, 0], [0, -1, -1], [-1, 1, 2], [-1, 0, 3], [-1, 1, 0]]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 7, 2, 1, 1, 1, 1, 1, 2, 1]"
2760,18,18,3,70,390,"[[3, 1], [3, 1], [4, 1], [4, 3], [5, 1], [5, 2], [6, 2], [7, 4], [8, 4], [8, 6], [8, 7], [9, 0], [9, 3], [9, 5], [0, 2], [0, 7], [1, 6], [1, 6], [1, 6]]",29484,"[[-1, -1, -1], [1, 0, 0], [-1, -1, 1], [1, 0, -1], [0, 1, -1], [0, -1, 0], [-1, 0, 2], [-1, 1, -1], [-1, 1, 0], [0, -1, -1]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 1, 2, 2, 1, 3, 1, 1, 1]"
2764,18,19,2,68,388,"[[2, 1], [2, 1], [4, 1], [4, 3], [5, 0], [5, 1], [6, 2], [7, 3], [7, 6], [8, 2], [8, 6], [3, 0], [0, 8], [4, 5], [2, 5], [1, 7], [1, 7]]",48240,"[[-1, -1, -1], [1, 0, 0], [0, 1, -1], [-1, -1, 2], [0, -1, 1], [0, -1, -1], [-1, 1, 0], [-1, 0, 2], [-1, 1, -1]]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 6, 3, 1, 1, 2, 1, 2, 1]"
2768,18,17,1,69,386,"[[2, 1], [2, 1], [2, 1], [3, 2], [4, 2], [4, 3], [5, 0], [5, 2], [5, 4], [6, 1], [7, 6], [3, 0], [0, 7], [3, 6], [3, 6], [0, 1], [1, 7]]",5088,"[[-1, -1, -1], [1, 1, -1], [1, 0, 0], [-1, -1, 2], [0, -1, 1], [0, -1, 0], [-1, 1, 0], [-1, 1, -1]]","[0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 4, 3, 1, 1, 2, 1]"
2772,18,19,2,68,388,"[[1, 0], [3, 2], [3, 2], [4, 2], [4, 3], [6, 2], [6, 5], [7, 1], [7, 3], [7, 3], [8, 4], [8, 4], [8, 7], [0, 5], [1, 8], [8, 5], [0, 3], [4, 6]]",69960,"[[-1, -1, -1], [-1, -1, 0], [1, 0, -1], [1, -1, -1], [0, 1, 1], [-1, 1, -1], [0, 1, -1], [0, -1, 0], [-1, 1, 2]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 2, 4, 3, 1, 1, 2, 3]"
2778,18,21,4,68,392,"[[2, 1], [2, 1], [4, 0], [5, 1], [5, 1], [6, 1], [6, 1], [6, 4], [7, 0], [7, 2], [7, 6], [8, 4], [8, 5], [8, 6], [9, 5], [3, 0], [3, 9], [8, 9], [2, 3]]",1378080,"[[-1, -1, -1], [1, 0, 0], [1, -1, 0], [-1, -1, 2], [-1, 0, -1], [0, 1, 1], [0, 0, -1], [0, -1, -1], [-1, 1, 0], [-1, 1, 2]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 4, 2, 1, 1, 2, 3, 1, 2, 1]"
2780,18,20,3,68,390,"[[2, 1], [2, 1], [4, 1], [4, 2], [5, 1], [5, 3], [6, 4], [7, 4], [7, 6], [3, 0], [0, 2], [0, 7], [3, 6], [2, 7], [4, 5], [4, 5]]",113632,"[[-1, -1, -1], [1, -1, 0], [1, -1, -1], [-1, -1, 2], [0, 1, 0], [0, -1, 2], [-1, 1, 0], [-1, 1, -1]]","[0, 0, 0, 0, 1, 0, 0, 0]","[1, 2, 3, 1, 6, 2, 1, 2]"
2784,18,20,3,68,390,"[[2, 1], [4, 1], [4, 2], [4, 2], [5, 1], [5, 3], [6, 0], [6, 1], [7, 4], [8, 2], [8, 7], [3, 0], [0, 7], [3, 8], [4, 6], [2, 5], [2, 5]]",96672,"[[-1, -1, -1], [1, -1, 0], [0, 1, 0], [-1, -1, 2], [0, 1, -1], [0, -1, 2], [0, -1, -1], [-1, 1, -1], [-1, 1, 0]]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 4, 4, 1, 3, 2, 1, 1, 1]"
2790,18,18,2,69,388,"[[3, 0], [4, 1], [4, 1], [5, 1], [5, 2], [5, 2], [5, 4], [6, 3], [7, 0], [7, 4], [7, 5], [8, 2], [0, 2], [6, 8], [3, 4], [1, 6], [1, 8], [1, 8]]",25056,"[[-1, -1, -1], [1, 1, 0], [-1, -1, 1], [-1, 0, -1], [1, 0, -1], [0, -1, 0], [-1, 1, 0], [0, -1, -1], [-1, 1, 2]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 4, 2, 1, 3, 3, 1, 1, 2]"
2792,18,20,3,68,390,"[[1, 0], [3, 2], [3, 2], [4, 2], [6, 1], [6, 2], [6, 4], [6, 4], [7, 0], [7, 3], [7, 6], [7, 6], [8, 4], [0, 5], [1, 8], [8, 5], [3, 5], [2, 8]]",179776,"[[-1, -1, -1], [-1, -1, 0], [1, 1, 0], [1, 1, -1], [0, 0, 1], [-1, 1, -1], [0, -1, 0], [0, -1, -1], [-1, 1, 2]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 3, 2, 2, 1, 4, 2, 2]"
2802,18,19,2,68,388,"[[2, 1], [2, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 3], [6, 0], [6, 2], [7, 4], [8, 4], [8, 5], [8, 7], [3, 0], [0, 7], [3, 8], [2, 3], [4, 6]]",68688,"[[-1, -1, -1], [1, 0, 0], [1, -1, 0], [-1, -1, 2], [0, 1, -1], [0, 0, 1], [0, -1, -1], [-1, 1, -1], [-1, 1, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 4, 2, 2, 3, 2, 1, 1, 2]"
2810,18,18,2,69,388,"[[4, 0], [5, 1], [5, 1], [5, 3], [6, 3], [6, 5], [7, 1], [7, 4], [7, 5], [8, 1], [8, 2], [8, 3], [8, 3], [3, 0], [4, 6], [0, 2], [1, 2], [1, 2]]",21384,"[[-1, -1, -1], [1, 1, -1], [1, -1, -1], [-1, -1, 2], [-1, 0, -1], [0, 1, 0], [-1, 0, 1], [0, 1, -1], [0, -1, 1]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 4, 2, 3, 1, 3, 1, 1, 2]"
2816,18,18,1,68,386,"[[2, 1], [4, 0], [5, 1], [5, 2], [5, 2], [5, 4], [6, 1], [6, 3], [7, 0], [7, 1], [7, 6], [8, 2], [8, 3], [3, 0], [8, 4], [1, 8], [1, 8]]",7000,"[[-1, -1, -1], [1, 0, -1], [0, 1, 0], [-1, -1, 2], [-1, 0, -1], [0, 1, -1], [0, -1, 0], [0, -1, -1], [-1, 0, 3]]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 6, 2, 1, 1, 2, 1, 1, 3]"
2824,18,20,1,66,386,"[[2, 1], [2, 1], [3, 1], [3, 2], [4, 1], [5, 3], [5, 4], [6, 0], [6, 2], [7, 0], [7, 1], [8, 2], [8, 5], [5, 0], [8, 6], [4, 7]]",125440/3,"[[-1, -1, -1], [1, 0, -1], [0, 1, -1], [0, 0, 1], [0, -1, 2], [-1, -1, 4], [-1, 0, -1], [0, -1, -1], [-1, 0, 2]]","[0, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 5, 5, 1, 1, 2, 1, 1, 1]"
2832,18,16,0,69,384,"[[2, 1], [2, 1], [4, 0], [5, 3], [5, 4], [6, 0], [6, 2], [7, 1], [7, 1], [7, 4], [7, 5], [8, 2], [8, 3], [3, 0], [6, 8], [6, 7], [1, 3], [1, 3]]",2160,"[[-1, -1, -1], [1, 1, 0], [1, 0, 0], [-1, -1, 2], [-1, 0, -1], [-1, 0, 0], [0, -1, -1], [0, 1, -1], [0, -1, 1]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 4, 2, 3, 1, 1, 2, 3, 1]"
2838,18,18,1,68,386,"[[2, 1], [4, 0], [5, 1], [5, 2], [5, 2], [5, 4], [6, 2], [6, 3], [7, 0], [7, 1], [8, 1], [8, 3], [3, 0], [8, 7], [4, 6], [2, 8], [2, 8]]",6000,"[[-1, -1, -1], [1, 0, -1], [0, 1, 0], [-1, -1, 2], [-1, 0, -1], [0, 1, -1], [-1, 0, 1], [0, -1, -1], [0, -1, 2]]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 4, 4, 1, 1, 2, 1, 1, 3]"
2840,18,16,1,70,386,"[[1, 0], [2, 0], [4, 1], [5, 0], [5, 3], [6, 1], [6, 3], [6, 5], [7, 3], [7, 4], [8, 2], [8, 3], [2, 4], [6, 7], [6, 7], [7, 8], [7, 8]]",600,"[[-1, -1, -1], [-1, -1, 0], [-1, 0, -1], [1, 0, -1], [-1, 0, 1], [0, -1, -1], [0, -1, 0], [0, 1, 2], [0, 1, -1]]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 4, 1, 1, 3, 4, 2]"
2850,18,20,2,67,388,"[[2, 1], [3, 1], [3, 2], [3, 2], [3, 2], [5, 0], [5, 3], [6, 1], [6, 3], [6, 5], [7, 2], [7, 4], [4, 0], [7, 5], [0, 1], [1, 4]]",67200,"[[-1, -1, -1], [1, -1, -1], [0, 1, 1], [0, 1, 0], [-1, -1, 3], [-1, 0, -1], [0, 0, -1], [-1, 0, 3]]","[0, 1, 0, 0, 0, 0, 0, 0]","[1, 5, 3, 4, 1, 2, 1, 1]"
2866,18,17,1,69,386,"[[2, 1], [2, 1], [4, 0], [4, 2], [5, 1], [5, 4], [6, 2], [6, 3], [7, 0], [7, 1], [7, 5], [8, 1], [8, 3], [3, 0], [8, 7], [8, 7], [4, 6]]",8000/3,"[[-1, -1, -1], [1, 1, 0], [0, 1, 0], [-1, -1, 2], [-1, 0, -1], [0, 0, -1], [-1, 0, 1], [0, -1, -1], [0, -1, 2]]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 2, 1, 2, 1, 1, 3, 2]"
2870,18,17,1,69,386,"[[3, 0], [4, 1], [5, 2], [5, 4], [6, 0], [6, 1], [7, 1], [7, 3], [8, 1], [8, 2], [0, 2], [3, 5], [6, 8], [4, 7], [4, 7], [4, 8], [4, 8]]",2160,"[[-1, -1, -1], [1, 0, -1], [-1, -1, 1], [-1, 0, -1], [0, 1, 1], [-1, 0, 1], [0, -1, -1], [0, 1, -1], [0, -1, 1]]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 4, 1, 1, 4, 1, 1, 2, 3]"
2871,18,16,0,69,384,"[[1, 0], [2, 0], [4, 2], [4, 3], [5, 1], [6, 2], [6, 2], [6, 5], [7, 3], [7, 5], [7, 6], [3, 1], [4, 0], [4, 0], [0, 6], [2, 3]]",480,"[[-2, 1, -2], [-2, 1, -1], [1, 0, 0], [1, -2, 2], [1, -2, 1], [-1, 1, 0], [0, 1, 0], [0, 0, 1]]","[0, 0, 1, 0, 0, 0, 0, 0]","[3, 1, 5, 2, 2, 1, 3, 1]"
2907,18,20,3,68,390,"[[3, 0], [3, 1], [4, 1], [5, 1], [5, 4], [6, 2], [6, 5], [7, 1], [7, 4], [0, 2], [7, 3], [7, 3], [7, 6], [0, 1], [1, 2]]",91392,"[[-1, -2, 0], [1, 0, 0], [-1, -2, 2], [-1, -1, -1], [0, 1, 0], [0, 0, 1], [-1, -1, 2], [-1, 2, -1]]","[0, 2, 0, 0, 0, 0, 0, 0]","[1, 8, 1, 2, 1, 1, 1, 3]"
2916,18,23,5,67,394,"[[2, 1], [2, 1], [3, 1], [3, 2], [5, 0], [6, 1], [6, 2], [6, 5], [7, 2], [7, 2], [8, 3], [8, 4], [4, 0], [5, 7], [7, 8], [0, 1], [1, 4]]",8103888,"[[-1, -1, -1], [1, -1, -1], [0, 1, 0], [0, 0, 1], [-1, -1, 3], [-1, 0, -1], [0, 0, -1], [-1, 2, 1], [-1, 0, 3]]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 6, 4, 1, 1, 1, 1, 2, 1]"
2918,18,26,7,66,398,"[[2, 1], [3, 0], [3, 1], [3, 2], [4, 1], [6, 1], [6, 2], [6, 4], [6, 4], [7, 4], [5, 0], [5, 7], [6, 0], [1, 5], [1, 7]]",149235840,"[[-1, -1, -1], [1, -1, 0], [0, 0, -1], [0, -1, -1], [-1, 2, 0], [-1, -1, 4], [-1, 2, -1], [-1, 1, 2]]","[0, 2, 0, 0, 0, 0, 0, 0]","[1, 8, 1, 1, 2, 1, 3, 1]"
2927,18,19,1,67,386,"[[2, 1], [2, 1], [3, 1], [3, 2], [4, 3], [5, 1], [5, 4], [6, 0], [6, 1], [7, 2], [7, 2], [4, 0], [0, 7], [4, 7], [5, 6], [2, 6]]",20160,"[[-1, -1, -2], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-1, -1, 2], [0, -1, 1], [0, -1, -2], [-1, 1, 0]]","[0, 1, 0, 0, 0, 0, 0, 0]","[1, 5, 4, 1, 2, 1, 2, 2]"
2944,18,17,0,68,384,"[[2, 0], [3, 1], [3, 1], [3, 2], [4, 1], [5, 0], [5, 1], [6, 3], [7, 4], [7, 6], [7, 0], [4, 5], [4, 5], [2, 6], [0, 1], [1, 7]]",1350,"[[-1, -2, -2], [1, 0, 0], [-1, 0, -1], [0, 1, 0], [0, 0, 1], [0, -2, -1], [-1, 2, 1], [-1, 2, 2]]","[0, 1, 0, 0, 0, 0, 0, 0]","[2, 6, 1, 2, 2, 2, 1, 2]"
2954,18,19,3,69,390,"[[1, 0], [3, 1], [4, 1], [4, 3], [5, 1], [5, 2], [5, 4], [6, 1], [6, 3], [7, 4], [2, 7], [6, 7], [0, 2], [0, 6], [0, 6]]",17616,"[[-1, -2, -1], [1, 0, 0], [-1, -2, 1], [0, 1, 0], [0, 0, 1], [0, -1, 1], [-1, 2, -1], [-1, 0, 1]]","[0, 2, 0, 0, 0, 0, 0, 0]","[2, 7, 1, 1, 2, 1, 3, 1]"
2969,18,23,4,66,392,"[[2, 1], [2, 1], [3, 1], [3, 2], [5, 1], [6, 1], [7, 3], [7, 4], [7, 5], [4, 0], [0, 6], [5, 6], [0, 2], [2, 4], [2, 6]]",2384640,"[[-2, -1, -2], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-2, -1, 2], [0, -1, 1], [0, -1, -2], [-1, -1, 2]]","[0, 1, 1, 0, 0, 0, 0, 0]","[1, 5, 6, 1, 1, 1, 2, 1]"
2976,18,22,5,68,394,"[[2, 1], [2, 1], [4, 1], [4, 2], [4, 3], [5, 1], [6, 5], [7, 1], [7, 3], [7, 4], [6, 0], [3, 0], [5, 7], [5, 7], [0, 2], [1, 6]]",1816416,"[[-1, -1, -1], [1, 0, -1], [1, -1, -1], [-1, -1, 2], [0, -1, 1], [-1, 2, 0], [-1, 2, -1], [-1, 0, 2]]","[0, 1, 0, 0, 0, 0, 0, 0]","[1, 6, 2, 1, 2, 2, 1, 3]"
2984,18,23,5,67,394,"[[2, 1], [2, 1], [2, 1], [3, 2], [5, 0], [5, 2], [5, 3], [6, 1], [6, 2], [6, 3], [7, 6], [4, 0], [4, 7], [6, 0], [1, 4], [1, 7]]",5043200,"[[-1, -1, -1], [1, -1, 1], [1, -1, 0], [0, 0, -1], [-1, -1, 3], [0, -1, -1], [-1, 2, -1], [-1, 1, 1]]","[0, 0, 0, 0, 0, 0, 1, 0]","[1, 4, 4, 1, 1, 1, 5, 1]"
2987,18,23,5,67,394,"[[2, 1], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [7, 1], [7, 5], [6, 0], [5, 6], [3, 0], [3, 7], [3, 7], [1, 6], [1, 5]]",4576128,"[[-1, -1, -1], [1, 0, -1], [0, -1, 0], [-1, -1, 2], [0, -1, -1], [-1, 2, 1], [-1, 2, -1], [-1, 1, 2]]","[0, 2, 0, 0, 0, 0, 0, 0]","[1, 8, 1, 3, 1, 1, 1, 2]"
3015,18,22,4,67,392,"[[2, 1], [2, 1], [4, 1], [4, 1], [4, 3], [5, 0], [5, 1], [6, 2], [7, 2], [7, 3], [7, 4], [8, 6], [8, 0], [3, 0], [6, 7], [1, 8], [4, 5]]",2056320,"[[-1, -1, -1], [1, 0, -1], [0, 1, 0], [-1, -1, 2], [0, -1, 1], [0, -1, -1], [-1, 2, 0], [-1, 0, 2], [-1, 2, -1]]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 6, 2, 1, 3, 1, 1, 2, 1]"
3018,18,19,0,66,384,"[[2, 0], [3, 1], [3, 1], [3, 2], [4, 1], [5, 0], [5, 1], [6, 3], [7, 4], [7, 6], [2, 6], [0, 7], [1, 6], [3, 5], [5, 4]]",7350,"[[-1, -3, -2], [1, 0, 0], [-1, -1, -1], [0, 1, 0], [0, 0, 1], [0, -3, -2], [-1, 2, 2], [-1, 1, 2]]","[0, 1, 0, 1, 0, 0, 0, 0]","[1, 5, 1, 5, 1, 2, 2, 1]"
3040,18,15,0,70,384,"[[2, 1], [2, 1], [4, 0], [4, 2], [5, 1], [5, 3], [6, 0], [6, 1], [6, 5], [6, 5], [7, 2], [7, 3], [4, 6], [1, 3], [4, 7], [3, 0], [3, 0]]",360,"[[-1, -1, 1], [1, 0, 0], [1, -1, 0], [-1, 2, -2], [0, -2, 1], [0, 1, 0], [0, 0, 1], [0, 0, -1]]","[0, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 2, 3, 2, 2, 3, 1]"
3053,18,21,4,68,392,"[[2, 1], [2, 1], [4, 1], [4, 2], [5, 2], [5, 4], [6, 0], [6, 2], [6, 5], [6, 5], [7, 4], [7, 4], [7, 5], [3, 0], [7, 0], [7, 3], [1, 3]]",508128,"[[-1, -1, -1], [1, -1, 2], [1, -1, 1], [-1, -1, 2], [0, 1, 0], [0, 0, -1], [0, -1, -1], [-1, 2, -1]]","[0, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 3, 1, 3, 3, 2, 3]"
3057,18,22,4,67,392,"[[2, 1], [2, 1], [3, 1], [3, 1], [4, 3], [5, 1], [5, 2], [5, 3], [6, 1], [7, 2], [4, 0], [0, 5], [4, 5], [0, 7], [4, 6], [6, 7]]",845568,"[[-2, -2, -1], [1, 0, 0], [1, -1, 0], [0, 1, 0], [-2, 2, -1], [0, 0, 1], [0, 0, -1], [0, -2, -1]]","[0, 0, 0, 0, 0, 1, 0, 0]","[1, 4, 2, 2, 2, 5, 1, 1]"
3065,18,22,3,66,390,"[[2, 1], [3, 1], [3, 2], [4, 1], [4, 3], [4, 3], [6, 0], [6, 1], [7, 1], [7, 2], [7, 5], [0, 5], [3, 5], [0, 4], [6, 7]]",457632,"[[-2, -3, -1], [1, 0, 0], [0, 1, 0], [0, 0, 1], [0, -1, 1], [-2, 2, -1], [-1, -2, -1], [-1, 2, -1]]","[0, 2, 0, 0, 0, 0, 0, 0]","[1, 7, 1, 3, 2, 1, 1, 2]"
3073,18,18,1,68,386,"[[1, 0], [3, 2], [5, 2], [5, 3], [5, 3], [5, 4], [6, 0], [6, 2], [7, 3], [7, 4], [0, 4], [1, 7], [5, 6], [2, 7], [2, 7], [1, 2]]",10176,"[[-1, -3, 1], [-1, -2, 0], [1, 0, 0], [0, 1, 0], [-1, -1, 1], [0, 0, 1], [0, -2, 1], [-1, 2, -2]]","[0, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 6, 2, 1, 3, 1, 3]"
3075,18,19,0,66,384,"[[1, 0], [3, 1], [3, 2], [3, 2], [4, 2], [5, 0], [5, 2], [6, 3], [7, 4], [7, 6], [1, 6], [0, 7], [2, 6], [1, 2], [4, 5]]",6300,"[[-1, -3, -2], [-1, -2, -2], [1, 0, 0], [0, 1, 0], [0, 0, 1], [0, -2, -1], [-1, 2, 2], [-1, 1, 2]]","[0, 0, 1, 1, 0, 0, 0, 0]","[1, 2, 6, 4, 1, 1, 2, 1]"
3087,18,20,2,67,388,"[[2, 1], [3, 1], [3, 2], [3, 2], [4, 1], [4, 2], [5, 0], [5, 1], [6, 3], [7, 2], [7, 4], [0, 7], [6, 7], [6, 0], [4, 5], [1, 6]]",37920,"[[-1, -3, 1], [1, 0, 0], [0, 1, 0], [0, 1, -1], [0, 0, 1], [0, -2, 1], [-1, 0, -2], [-1, 0, 1]]","[0, 1, 0, 0, 0, 0, 0, 0]","[1, 5, 3, 2, 2, 1, 2, 2]"
3113,18,23,5,67,394,"[[2, 1], [2, 1], [3, 1], [3, 2], [4, 1], [5, 2], [6, 1], [6, 3], [6, 3], [7, 1], [7, 4], [0, 5], [3, 5], [0, 6], [4, 5], [0, 7]]",3297856,"[[-2, -3, -1], [1, 0, 0], [0, 1, 0], [0, 0, 1], [0, 0, -1], [-2, 2, -1], [0, -1, 1], [0, -1, -1]]","[0, 1, 0, 0, 0, 0, 0, 0]","[1, 6, 2, 3, 1, 2, 2, 1]"
3115,18,21,3,67,390,"[[2, 1], [3, 1], [3, 2], [4, 0], [4, 1], [5, 1], [5, 2], [6, 1], [7, 3], [7, 0], [0, 6], [5, 7], [5, 6], [5, 6], [3, 4]]",205520,"[[-1, -4, 1], [1, 0, 0], [0, 1, 0], [0, 0, 1], [0, -3, 1], [-1, 2, -1], [-1, 0, -1], [-1, 0, 1]]","[0, 2, 0, 0, 0, 0, 0, 0]","[1, 7, 1, 2, 1, 3, 2, 1]"
3125,18,17,1,69,386,"[[1, 0], [3, 2], [4, 1], [5, 2], [6, 2], [6, 5], [7, 0], [7, 5], [7, 6], [3, 4], [4, 7], [3, 7], [2, 1], [0, 6], [0, 6], [0, 6]]",3200,"[[-2, 1, 0], [-1, -1, -1], [2, -1, -1], [2, -2, -1], [0, -2, -1], [1, 0, 0], [0, 1, 0], [0, 0, 1]]","[0, 0, 0, 0, 0, 0, 0, 1]","[3, 1, 2, 1, 1, 1, 4, 5]"
